YEAR,EXAM,BIL,NAMA,NOKP,KELAS,TINGKATAN,JANTINA,BM,BMG,BI,BIG,MM,MMG,SEJ,SEJG,PI,PIG,SN,SNG,GEO,GEOG,RBT,RBTG,ASK,ASKG,BJ,BJG,BA,BAG,PSV,PSVG,MT,MTG,PHY,PHYG,CHE,CHEG,BIO,BIOG,SK,SKG,GKT,GKTG,ACC,ACCG,PN,PNG,EKO,EKOG,TAS,TASG,JUMLAH_MARKAH,JUMLAH_GRED
2024,PAT,8,NUR STUDENT 4487,2401012422,T4 ALPHA,T4,Perempuan,90,A+,100,A+,90,A+,83,A,73,B+,,,,,,,,,,,,,,,80,A,77,A-,85,A,93,A+,,,,,,,,,,,,,771,9 SUBJ
2024,PAT,9,NUR STUDENT 4488,2401019771,T4 ALPHA,T4,Perempuan,84,A,74,B+,76,A-,100,A+,79,A-,,,,,,,,,,,,,,,78,A-,90,A+,60,C+,74,B+,,,,,,,,,,,,,715,9 SUBJ
2024,PAT,10,NUR STUDENT 4489,2401011607,T4 ALPHA,T4,Perempuan,94,A+,77,A-,74,B+,75,A-,67,B,,,,,,,,,,,,,,,84,A,85,A,100,A+,78,A-,,,,,,,,,,,,,734,9 SUBJ
2024,PAT,11,MUHAMMAD STUDENT 4490,2401012490,T4 ALPHA,T4,Lelaki,100,A+,82,A,71,B+,80,A,56,C,,,,,,,,,,,,,,,84,A,96,A+,93,A+,66,B,,,,,,,,,,,,,728,9 SUBJ
2024,PAT,12,MUHAMMAD STUDENT 4491,2401019243,T4 ALPHA,T4,Lelaki,90,A+,75,A-,77,A-,57,C,86,A,,,,,,,,,,,,,,,73,B+,92,A+,80,A,66,B,,,,,,,,,,,,,696,9 SUBJ
2024,PAT,13,NUR STUDENT 4492,2401017525,T4 ALPHA,T4,Perempuan,99,A+,73,B+,98,A+,75,A-,84,A,,,,,,,,,,,,,,,76,A-,72,B+,69,B,78,A-,,,,,,,,,,,,,724,9 SUBJ
2024,PAT,14,MUHAMMAD STUDENT 4493,2401017770,T4 ALPHA,T4,Lelaki,79,A-,94,A+,80,A,85,A,68,B,,,,,,,,,,,,,,,74,B+,72,B+,76,A-,82,A,,,,,,,,,,,,,710,9 SUBJ
2024,PAT,15,MUHAMMAD STUDENT 4494,2401016090,T4 ALPHA,T4,Lelaki,84,A,89,A,89,A,65,B,68,B,,,,,,,,,,,,,,,100,A+,96,A+,100,A+,74,B+,,,,,,,,,,,,,765,9 SUBJ
2024,PAT,16,NUR STUDENT 4495,2401012182,T4 ALPHA,T4,Perempuan,99,A+,72,B+,69,B,72,B+,81,A,,,,,,,,,,,,,,,76,A-,86,A,95,A+,54,C,,,,,,,,,,,,,704,9 SUBJ
2024,PAT,17,MUHAMMAD STUDENT 4496,2401019130,T4 ALPHA,T4,Lelaki,78,A-,92,A+,84,A,53,C,86,A,,,,,,,,,,,,,,,90,A+,89,A,80,A,75,A-,,,,,,,,,,,,,727,9 SUBJ
2024,PAT,18,NUR STUDENT 4497,2401012996,T4 ALPHA,T4,Perempuan,100,A+,68,B,69,B,92,A+,63,C+,,,,,,,,,,,,,,,78,A-,61,C+,88,A,80,A,,,,,,,,,,,,,699,9 SUBJ
2024,PAT,19,NUR STUDENT 4498,2401017968,T4 ALPHA,T4,Perempuan,80,A,72,B+,81,A,78,A-,78,A-,,,,,,,,,,,,,,,72,B+,100,A+,82,A,84,A,,,,,,,,,,,,,727,9 SUBJ
2024,PAT,20,NUR STUDENT 4499,2401016842,T4 ALPHA,T4,Perempuan,90,A+,66,B,77,A-,82,A,90,A+,,,,,,,,,,,,,,,59,C,81,A,71,B+,95,A+,,,,,,,,,,,,,711,9 SUBJ
2024,PAT,21,NUR STUDENT 4500,2401014900,T4 ALPHA,T4,Perempuan,96,A+,78,A-,82,A,59,C,82,A,,,,,,,,,,,,,,,96,A+,71,B+,62,C+,91,A+,,,,,,,,,,,,,717,9 SUBJ
2024,PAT,22,NUR STUDENT 4501,2401012927,T4 ALPHA,T4,Perempuan,72,B+,87,A,76,A-,78,A-,60,C+,,,,,,,,,,,,,,,65,B,71,B+,91,A+,86,A,,,,,,,,,,,,,686,9 SUBJ
2024,PAT,23,MUHAMMAD STUDENT 4502,2401014213,T4 ALPHA,T4,Lelaki,77,A-,96,A+,80,A,91,A+,92,A+,,,,,,,,,,,,,,,77,A-,77,A-,68,B,70,B+,,,,,,,,,,,,,728,9 SUBJ
2024,PAT,24,MUHAMMAD STUDENT 4503,2401011377,T4 ALPHA,T4,Lelaki,78,A-,78,A-,83,A,88,A,67,B,,,,,,,,,,,,,,,67,B,100,A+,80,A,50,C,,,,,,,,,,,,,691,9 SUBJ
2024,PAT,25,NUR STUDENT 4504,2401015829,T4 ALPHA,T4,Perempuan,84,A,100,A+,58,C,96,A+,65,B,,,,,,,,,,,,,,,85,A,74,B+,83,A,82,A,,,,,,,,,,,,,727,9 SUBJ
2024,PAT,1,NUR STUDENT 4505,2401013650,T4 BETA,T4,Perempuan,79,A-,74,B+,59,C,81,A,78,A-,,,,,,,,,,,,,,,66,B,74,B+,81,A,,,87,A,,,,,,,,,,,679,9 SUBJ
2024,PAT,2,NUR STUDENT 4506,2401016590,T4 BETA,T4,Perempuan,84,A,69,B,84,A,52,C,63,C+,,,,,,,,,,,,,,,71,B+,74,B+,71,B+,,,65,B,,,,,,,,,,,633,9 SUBJ
2024,PAT,3,MUHAMMAD STUDENT 4507,2401013311,T4 BETA,T4,Lelaki,70,B+,65,B,71,B+,82,A,63,C+,,,,,,,,,,,,,,,62,C+,81,A,60,C+,,,59,C,,,,,,,,,,,613,9 SUBJ
2024,PAT,4,MUHAMMAD STUDENT 4508,2401018206,T4 BETA,T4,Lelaki,62,C+,71,B+,61,C+,74,B+,55,C,,,,,,,,,,,,,,,93,A+,66,B,69,B,,,75,A-,,,,,,,,,,,626,9 SUBJ
2024,PAT,5,MUHAMMAD STUDENT 4509,2401011858,T4 BETA,T4,Lelaki,73,B+,58,C,95,A+,79,A-,71,B+,,,,,,,,,,,,,,,76,A-,76,A-,79,A-,,,64,C+,,,,,,,,,,,671,9 SUBJ
2024,PAT,6,NUR STUDENT 4510,2401014708,T4 BETA,T4,Perempuan,96,A+,100,A+,53,C,82,A,80,A,,,,,,,,,,,,,,,72,B+,78,A-,79,A-,,,69,B,,,,,,,,,,,709,9 SUBJ
2024,PAT,7,NUR STUDENT 4511,2401014909,T4 BETA,T4,Perempuan,79,A-,87,A,100,A+,64,C+,61,C+,,,,,,,,,,,,,,,65,B,70,B+,73,B+,,,79,A-,,,,,,,,,,,678,9 SUBJ
2024,PAT,8,NUR STUDENT 4512,2401018636,T4 BETA,T4,Perempuan,85,A,65,B,66,B,65,B,66,B,,,,,,,,,,,,,,,78,A-,63,C+,80,A,,,64,C+,,,,,,,,,,,632,9 SUBJ
2024,PAT,9,NUR STUDENT 4513,2401018156,T4 BETA,T4,Perempuan,72,B+,90,A+,77,A-,86,A,74,B+,,,,,,,,,,,,,,,86,A,61,C+,100,A+,,,73,B+,,,,,,,,,,,719,9 SUBJ
2024,PAT,10,NUR STUDENT 4514,2401016817,T4 BETA,T4,Perempuan,58,C,79,A-,66,B,68,B,76,A-,,,,,,,,,,,,,,,60,C+,79,A-,91,A+,,,81,A,,,,,,,,,,,658,9 SUBJ
2024,PAT,11,MUHAMMAD STUDENT 4515,2401019002,T4 BETA,T4,Lelaki,74,B+,66,B,96,A+,65,B,77,A-,,,,,,,,,,,,,,,94,A+,82,A,68,B,,,72,B+,,,,,,,,,,,694,9 SUBJ
2024,PAT,12,NUR STUDENT 4516,2401019260,T4 BETA,T4,Perempuan,68,B,84,A,77,A-,71,B+,55,C,,,,,,,,,,,,,,,65,B,69,B,100,A+,,,63,C+,,,,,,,,,,,652,9 SUBJ
2024,PAT,13,MUHAMMAD STUDENT 4517,2401019548,T4 BETA,T4,Lelaki,78,A-,89,A,83,A,81,A,83,A,,,,,,,,,,,,,,,69,B,63,C+,79,A-,,,62,C+,,,,,,,,,,,687,9 SUBJ
2024,PAT,14,NUR STUDENT 4518,2401017158,T4 BETA,T4,Perempuan,67,B,77,A-,83,A,80,A,77,A-,,,,,,,,,,,,,,,70,B+,73,B+,66,B,,,76,A-,,,,,,,,,,,669,9 SUBJ
2024,PAT,15,NUR STUDENT 4519,2401016072,T4 BETA,T4,Perempuan,100,A+,84,A,72,B+,50,C,68,B,,,,,,,,,,,,,,,78,A-,90,A+,69,B,,,86,A,,,,,,,,,,,697,9 SUBJ
2024,PAT,16,NUR STUDENT 4520,2401017735,T4 BETA,T4,Perempuan,81,A,90,A+,78,A-,76,A-,83,A,,,,,,,,,,,,,,,93,A+,56,C,75,A-,,,67,B,,,,,,,,,,,699,9 SUBJ
2024,PAT,17,NUR STUDENT 4521,2401016311,T4 BETA,T4,Perempuan,85,A,70,B+,72,B+,72,B+,60,C+,,,,,,,,,,,,,,,94,A+,96,A+,78,A-,,,73,B+,,,,,,,,,,,700,9 SUBJ
2024,PAT,18,MUHAMMAD STUDENT 4522,2401017193,T4 BETA,T4,Lelaki,98,A+,89,A,80,A,72,B+,88,A,,,,,,,,,,,,,,,77,A-,76,A-,96,A+,,,75,A-,,,,,,,,,,,751,9 SUBJ
2024,PAT,19,MUHAMMAD STUDENT 4523,2401015460,T4 BETA,T4,Lelaki,56,C,70,B+,78,A-,71,B+,69,B,,,,,,,,,,,,,,,72,B+,79,A-,94,A+,,,42,E,,,,,,,,,,,631,9 SUBJ
2024,PAT,20,NUR STUDENT 4524,2401012116,T4 BETA,T4,Perempuan,73,B+,90,A+,81,A,70,B+,75,A-,,,,,,,,,,,,,,,59,C,69,B,71,B+,,,65,B,,,,,,,,,,,653,9 SUBJ
2024,PAT,21,NUR STUDENT 4525,2401015141,T4 BETA,T4,Perempuan,77,A-,76,A-,68,B,59,C,80,A,,,,,,,,,,,,,,,82,A,78,A-,93,A+,,,66,B,,,,,,,,,,,679,9 SUBJ
2024,PAT,1,MUHAMMAD STUDENT 4526,2401013027,T4 DELTA,T4,Lelaki,60,C+,99,A+,83,A,80,A,68,B,88,A,,,,,,,,,,,,,63,C+,,,,,,,,,,,71,B+,46,D,74,B+,,,732,10 SUBJ
2024,PAT,2,NUR STUDENT 4527,2401011990,T4 DELTA,T4,Perempuan,69,B,74,B+,55,C,79,A-,67,B,73,B+,,,,,,,,,,,,,71,B+,,,,,,,,,,,70,B+,83,A,77,A-,,,718,10 SUBJ
2024,PAT,3,NUR STUDENT 4528,2401016682,T4 DELTA,T4,Perempuan,78,A-,52,C,90,A+,49,D,62,C+,80,A,,,,,,,,,,,,,70,B+,,,,,,,,,,,76,A-,79,A-,69,B,,,705,10 SUBJ
2024,PAT,4,MUHAMMAD STUDENT 4529,2401014682,T4 DELTA,T4,Lelaki,82,A,54,C,86,A,76,A-,46,D,60,C+,,,,,,,,,,,,,81,A,,,,,,,,,,,62,C+,59,C,70,B+,,,676,10 SUBJ
2024,PAT,5,MUHAMMAD STUDENT 4530,2401017390,T4 DELTA,T4,Lelaki,67,B,59,C,72,B+,77,A-,88,A,63,C+,,,,,,,,,,,,,78,A-,,,,,,,,,,,80,A,64,C+,60,C+,,,708,10 SUBJ
2024,PAT,6,MUHAMMAD STUDENT 4531,2401011815,T4 DELTA,T4,Lelaki,88,A,74,B+,73,B+,80,A,74,B+,58,C,,,,,,,,,,,,,68,B,,,,,,,,,,,65,B,54,C,58,C,,,692,10 SUBJ
2024,PAT,7,NUR STUDENT 4532,2401018727,T4 DELTA,T4,Perempuan,89,A,63,C+,62,C+,80,A,80,A,69,B,,,,,,,,,,,,,91,A+,,,,,,,,,,,84,A,89,A,73,B+,,,780,10 SUBJ
2024,PAT,8,MUHAMMAD STUDENT 4533,2401015719,T4 DELTA,T4,Lelaki,70,B+,87,A,78,A-,65,B,86,A,92,A+,,,,,,,,,,,,,56,C,,,,,,,,,,,80,A,73,B+,70,B+,,,757,10 SUBJ
2024,PAT,9,NUR STUDENT 4534,2401016765,T4 DELTA,T4,Perempuan,70,B+,45,D,80,A,68,B,71,B+,58,C,,,,,,,,,,,,,71,B+,,,,,,,,,,,53,C,61,C+,69,B,,,646,10 SUBJ
2024,PAT,10,MUHAMMAD STUDENT 4535,2401011891,T4 DELTA,T4,Lelaki,66,B,45,D,77,A-,89,A,76,A-,58,C,,,,,,,,,,,,,86,A,,,,,,,,,,,54,C,62,C+,72,B+,,,685,10 SUBJ
2024,PAT,11,NUR STUDENT 4536,2401014023,T4 DELTA,T4,Perempuan,71,B+,94,A+,56,C,64,C+,44,E,64,C+,,,,,,,,,,,,,81,A,,,,,,,,,,,57,C,84,A,65,B,,,680,10 SUBJ
2024,PAT,12,MUHAMMAD STUDENT 4537,2401019206,T4 DELTA,T4,Lelaki,45,D,78,A-,86,A,81,A,74,B+,92,A+,,,,,,,,,,,,,76,A-,,,,,,,,,,,78,A-,73,B+,64,C+,,,747,10 SUBJ
2024,PAT,13,MUHAMMAD STUDENT 4538,2401017848,T4 DELTA,T4,Lelaki,78,A-,58,C,84,A,86,A,47,D,77,A-,,,,,,,,,,,,,62,C+,,,,,,,,,,,63,C+,68,B,61,C+,,,684,10 SUBJ
2024,PAT,14,MUHAMMAD STUDENT 4539,2401014283,T4 DELTA,T4,Lelaki,61,C+,82,A,67,B,80,A,69,B,65,B,,,,,,,,,,,,,39,G,,,,,,,,,,,54,C,66,B,49,D,,,632,10 SUBJ
2024,PAT,15,MUHAMMAD STUDENT 4540,2401016061,T4 DELTA,T4,Lelaki,65,B,77,A-,74,B+,72,B+,72,B+,56,C,,,,,,,,,,,,,64,C+,,,,,,,,,,,51,C,74,B+,47,D,,,652,10 SUBJ
2024,PAT,16,NUR STUDENT 4541,2401012684,T4 DELTA,T4,Perempuan,76,A-,68,B,68,B,51,C,70,B+,84,A,,,,,,,,,,,,,53,C,,,,,,,,,,,68,B,64,C+,87,A,,,689,10 SUBJ
2024,PAT,17,NUR STUDENT 4542,2401018820,T4 DELTA,T4,Perempuan,67,B,75,A-,63,C+,48,D,68,B,82,A,,,,,,,,,,,,,89,A,,,,,,,,,,,72,B+,51,C,56,C,,,671,10 SUBJ
2024,PAT,18,MUHAMMAD STUDENT 4543,2401017097,T4 DELTA,T4,Lelaki,56,C,49,D,87,A,48,D,74,B+,71,B+,,,,,,,,,,,,,62,C+,,,,,,,,,,,60,C+,83,A,62,C+,,,652,10 SUBJ
2024,PAT,19,MUHAMMAD STUDENT 4544,2401013589,T4 DELTA,T4,Lelaki,36,G,64,C+,93,A+,66,B,61,C+,57,C,,,,,,,,,,,,,67,B,,,,,,,,,,,59,C,74,B+,61,C+,,,638,10 SUBJ
2024,PAT,20,NUR STUDENT 4545,2401011292,T4 DELTA,T4,Perempuan,76,A-,74,B+,79,A-,57,C,100,A+,78,A-,,,,,,,,,,,,,67,B,,,,,,,,,,,51,C,77,A-,63,C+,,,722,10 SUBJ
2024,PAT,21,NUR STUDENT 4546,2401018903,T4 DELTA,T4,Perempuan,71,B+,78,A-,70,B+,84,A,40,E,79,A-,,,,,,,,,,,,,68,B,,,,,,,,,,,83,A,85,A,92,A+,,,750,10 SUBJ
2024,PAT,22,NUR STUDENT 4547,2401013368,T4 DELTA,T4,Perempuan,70,B+,90,A+,25,G,71,B+,58,C,69,B,,,,,,,,,,,,,84,A,,,,,,,,,,,90,A+,70,B+,82,A,,,709,10 SUBJ
2024,PAT,23,MUHAMMAD STUDENT 4548,2401016947,T4 DELTA,T4,Lelaki,50,C,46,D,65,B,70,B+,78,A-,93,A+,,,,,,,,,,,,,61,C+,,,,,,,,,,,71,B+,75,A-,78,A-,,,687,10 SUBJ
2024,PAT,24,MUHAMMAD STUDENT 4549,2401019131,T4 DELTA,T4,Lelaki,67,B,60,C+,71,B+,69,B,48,D,84,A,,,,,,,,,,,,,54,C,,,,,,,,,,,82,A,62,C+,69,B,,,666,10 SUBJ
2024,PAT,25,NUR STUDENT 4550,2401011835,T4 DELTA,T4,Perempuan,77,A-,76,A-,76,A-,54,C,64,C+,71,B+,,,,,,,,,,,,,59,C,,,,,,,,,,,73,B+,75,A-,63,C+,,,688,10 SUBJ
2024,PAT,26,MUHAMMAD STUDENT 4551,2401018884,T4 DELTA,T4,Lelaki,71,B+,58,C,60,C+,47,D,79,A-,73,B+,,,,,,,,,,,,,89,A,,,,,,,,,,,61,C+,86,A,56,C,,,680,10 SUBJ
2024,PAT,27,NUR STUDENT 4552,2401019129,T4 DELTA,T4,Perempuan,71,B+,70,B+,75,A-,85,A,62,C+,67,B,,,,,,,,,,,,,75,A-,,,,,,,,,,,50,C,58,C,73,B+,,,686,10 SUBJ
2024,PAT,1,NUR STUDENT 4553,2401012588,T4 GAMMA,T4,Perempuan,64,C+,72,B+,60,C+,40,E,61,C+,51,C,,,,,,,,,,,77,A-,,,,,,,,,,,,,,,72,B+,,,61,C+,558,9 SUBJ
2024,PAT,2,MUHAMMAD STUDENT 4554,2401018616,T4 GAMMA,T4,Lelaki,76,A-,40,E,71,B+,53,C,79,A-,62,C+,,,,,,,,,,,62,C+,,,,,,,,,,,,,,,56,C,,,73,B+,572,9 SUBJ
2024,PAT,3,MUHAMMAD STUDENT 4555,2401011847,T4 GAMMA,T4,Lelaki,58,C,59,C,53,C,66,B,75,A-,64,C+,,,,,,,,,,,68,B,,,,,,,,,,,,,,,76,A-,,,54,C,573,9 SUBJ
2024,PAT,4,NUR STUDENT 4556,2401012799,T4 GAMMA,T4,Perempuan,74,B+,58,C,52,C,87,A,45,D,72,B+,,,,,,,,,,,70,B+,,,,,,,,,,,,,,,66,B,,,63,C+,587,9 SUBJ
2024,PAT,5,NUR STUDENT 4557,2401014173,T4 GAMMA,T4,Perempuan,65,B,46,D,71,B+,51,C,67,B,73,B+,,,,,,,,,,,59,C,,,,,,,,,,,,,,,54,C,,,56,C,542,9 SUBJ
2024,PAT,6,MUHAMMAD STUDENT 4558,2401012474,T4 GAMMA,T4,Lelaki,56,C,48,D,96,A+,85,A,55,C,74,B+,,,,,,,,,,,57,C,,,,,,,,,,,,,,,59,C,,,71,B+,601,9 SUBJ
2024,PAT,7,MUHAMMAD STUDENT 4559,2401011955,T4 GAMMA,T4,Lelaki,78,A-,66,B,71,B+,68,B,49,D,80,A,,,,,,,,,,,50,C,,,,,,,,,,,,,,,52,C,,,68,B,582,9 SUBJ
2024,PAT,8,MUHAMMAD STUDENT 4560,2401019170,T4 GAMMA,T4,Lelaki,67,B,45,D,78,A-,73,B+,80,A,72,B+,,,,,,,,,,,60,C+,,,,,,,,,,,,,,,56,C,,,69,B,600,9 SUBJ
2024,PAT,9,NUR STUDENT 4561,2401012147,T4 GAMMA,T4,Perempuan,66,B,100,A+,63,C+,67,B,53,C,68,B,,,,,,,,,,,58,C,,,,,,,,,,,,,,,62,C+,,,42,E,579,9 SUBJ
2024,PAT,10,MUHAMMAD STUDENT 4562,2401016808,T4 GAMMA,T4,Lelaki,47,D,68,B,62,C+,66,B,69,B,61,C+,,,,,,,,,,,80,A,,,,,,,,,,,,,,,67,B,,,75,A-,595,9 SUBJ
2024,PAT,11,MUHAMMAD STUDENT 4563,2401014359,T4 GAMMA,T4,Lelaki,70,B+,55,C,45,D,53,C,38,G,67,B,,,,,,,,,,,75,A-,,,,,,,,,,,,,,,55,C,,,72,B+,530,9 SUBJ
2024,PAT,12,NUR STUDENT 4564,2401019607,T4 GAMMA,T4,Perempuan,62,C+,62,C+,53,C,87,A,63,C+,51,C,,,,,,,,,,,65,B,,,,,,,,,,,,,,,61,C+,,,81,A,585,9 SUBJ
2024,PAT,13,NUR STUDENT 4565,2401017183,T4 GAMMA,T4,Perempuan,89,A,80,A,59,C,62,C+,71,B+,56,C,,,,,,,,,,,65,B,,,,,,,,,,,,,,,50,C,,,54,C,586,9 SUBJ
2024,PAT,14,MUHAMMAD STUDENT 4566,2401014434,T4 GAMMA,T4,Lelaki,74,B+,63,C+,70,B+,50,C,65,B,86,A,,,,,,,,,,,48,D,,,,,,,,,,,,,,,54,C,,,49,D,559,9 SUBJ
2024,PAT,15,MUHAMMAD STUDENT 4567,2401012045,T4 GAMMA,T4,Lelaki,63,C+,53,C,67,B,73,B+,76,A-,64,C+,,,,,,,,,,,64,C+,,,,,,,,,,,,,,,59,C,,,74,B+,593,9 SUBJ
2024,PAT,16,NUR STUDENT 4568,2401018914,T4 GAMMA,T4,Perempuan,80,A,58,C,48,D,75,A-,37,G,75,A-,,,,,,,,,,,60,C+,,,,,,,,,,,,,,,70,B+,,,44,E,547,9 SUBJ
2024,PAT,17,NUR STUDENT 4569,2401017744,T4 GAMMA,T4,Perempuan,66,B,76,A-,69,B,50,C,41,E,81,A,,,,,,,,,,,44,E,,,,,,,,,,,,,,,60,C+,,,69,B,556,9 SUBJ
2024,PAT,18,MUHAMMAD STUDENT 4570,2401011134,T4 GAMMA,T4,Lelaki,70,B+,51,C,57,C,79,A-,60,C+,87,A,,,,,,,,,,,54,C,,,,,,,,,,,,,,,42,E,,,31,G,531,9 SUBJ
2024,PAT,19,NUR STUDENT 4571,2401015489,T4 GAMMA,T4,Perempuan,59,C,48,D,61,C+,58,C,56,C,53,C,,,,,,,,,,,80,A,,,,,,,,,,,,,,,60,C+,,,45,D,520,9 SUBJ
2024,PAT,20,MUHAMMAD STUDENT 4572,2401019425,T4 GAMMA,T4,Lelaki,76,A-,74,B+,49,D,73,B+,79,A-,62,C+,,,,,,,,,,,67,B,,,,,,,,,,,,,,,63,C+,,,60,C+,603,9 SUBJ
2024,PAT,21,NUR STUDENT 4573,2401017890,T4 GAMMA,T4,Perempuan,71,B+,71,B+,63,C+,62,C+,71,B+,64,C+,,,,,,,,,,,56,C,,,,,,,,,,,,,,,67,B,,,73,B+,598,9 SUBJ
2024,PAT,1,MUHAMMAD STUDENT 4574,2401017605,T4 LAMBDA,T4,Lelaki,58,C,62,C+,62,C+,70,B+,64,C+,79,A-,,,,,,,,,,,83,A,,,,,,,,,,,,,,,48,D,,,68,B,594,9 SUBJ
2024,PAT,2,NUR STUDENT 4575,2401012289,T4 LAMBDA,T4,Perempuan,78,A-,63,C+,77,A-,43,E,63,C+,48,D,,,,,,,,,,,60,C+,,,,,,,,,,,,,,,64,C+,,,44,E,540,9 SUBJ
2024,PAT,3,MUHAMMAD STUDENT 4576,2401015860,T4 LAMBDA,T4,Lelaki,35,G,92,A+,83,A,69,B,56,C,53,C,,,,,,,,,,,72,B+,,,,,,,,,,,,,,,65,B,,,73,B+,598,9 SUBJ
2024,PAT,4,MUHAMMAD STUDENT 4577,2401016648,T4 LAMBDA,T4,Lelaki,66,B,56,C,43,E,45,D,71,B+,50,C,,,,,,,,,,,55,C,,,,,,,,,,,,,,,83,A,,,65,B,534,9 SUBJ
2024,PAT,5,MUHAMMAD STUDENT 4578,2401018421,T4 LAMBDA,T4,Lelaki,64,C+,73,B+,62,C+,71,B+,100,A+,70,B+,,,,,,,,,,,44,E,,,,,,,,,,,,,,,45,D,,,49,D,578,9 SUBJ
2024,PAT,6,MUHAMMAD STUDENT 4579,2401012249,T4 LAMBDA,T4,Lelaki,69,B,62,C+,61,C+,48,D,97,A+,84,A,,,,,,,,,,,68,B,,,,,,,,,,,,,,,55,C,,,81,A,625,9 SUBJ
2024,PAT,7,NUR STUDENT 4580,2401013607,T4 LAMBDA,T4,Perempuan,100,A+,66,B,56,C,84,A,60,C+,67,B,,,,,,,,,,,58,C,,,,,,,,,,,,,,,61,C+,,,82,A,634,9 SUBJ
2024,PAT,8,NUR STUDENT 4581,2401014913,T4 LAMBDA,T4,Perempuan,81,A,85,A,71,B+,57,C,67,B,77,A-,,,,,,,,,,,62,C+,,,,,,,,,,,,,,,80,A,,,72,B+,652,9 SUBJ
2024,PAT,9,NUR STUDENT 4582,2401014139,T4 LAMBDA,T4,Perempuan,80,A,61,C+,52,C,68,B,82,A,79,A-,,,,,,,,,,,60,C+,,,,,,,,,,,,,,,75,A-,,,40,E,597,9 SUBJ
2024,PAT,10,NUR STUDENT 4583,2401013181,T4 LAMBDA,T4,Perempuan,59,C,73,B+,66,B,77,A-,64,C+,67,B,,,,,,,,,,,51,C,,,,,,,,,,,,,,,61,C+,,,60,C+,578,9 SUBJ
2024,PAT,11,MUHAMMAD STUDENT 4584,2401018091,T4 LAMBDA,T4,Lelaki,70,B+,60,C+,93,A+,60,C+,67,B,58,C,,,,,,,,,,,73,B+,,,,,,,,,,,,,,,54,C,,,46,D,581,9 SUBJ
2024,PAT,12,MUHAMMAD STUDENT 4585,2401017627,T4 LAMBDA,T4,Lelaki,57,C,76,A-,59,C,68,B,52,C,60,C+,,,,,,,,,,,79,A-,,,,,,,,,,,,,,,65,B,,,62,C+,578,9 SUBJ
2024,PAT,13,MUHAMMAD STUDENT 4586,2401013213,T4 LAMBDA,T4,Lelaki,49,D,51,C,83,A,69,B,65,B,79,A-,,,,,,,,,,,71,B+,,,,,,,,,,,,,,,58,C,,,61,C+,586,9 SUBJ
2024,PAT,14,NUR STUDENT 4587,2401013601,T4 LAMBDA,T4,Perempuan,64,C+,82,A,57,C,79,A-,68,B,68,B,,,,,,,,,,,43,E,,,,,,,,,,,,,,,45,D,,,62,C+,568,9 SUBJ
2024,PAT,15,MUHAMMAD STUDENT 4588,2401017080,T4 LAMBDA,T4,Lelaki,85,A,82,A,65,B,51,C,60,C+,80,A,,,,,,,,,,,44,E,,,,,,,,,,,,,,,70,B+,,,64,C+,601,9 SUBJ
2024,PAT,16,NUR STUDENT 4589,2401013458,T4 LAMBDA,T4,Perempuan,66,B,63,C+,78,A-,61,C+,49,D,66,B,,,,,,,,,,,54,C,,,,,,,,,,,,,,,57,C,,,89,A,583,9 SUBJ
2024,PAT,17,NUR STUDENT 4590,2401019009,T4 LAMBDA,T4,Perempuan,79,A-,69,B,68,B,67,B,71,B+,70,B+,,,,,,,,,,,53,C,,,,,,,,,,,,,,,63,C+,,,79,A-,619,9 SUBJ
2024,PAT,18,MUHAMMAD STUDENT 4591,2401019160,T4 LAMBDA,T4,Lelaki,54,C,60,C+,64,C+,73,B+,67,B,54,C,,,,,,,,,,,87,A,,,,,,,,,,,,,,,39,G,,,55,C,553,9 SUBJ
2024,PAT,19,NUR STUDENT 4592,2401013121,T4 LAMBDA,T4,Perempuan,73,B+,73,B+,32,G,60,C+,56,C,72,B+,,,,,,,,,,,63,C+,,,,,,,,,,,,,,,34,G,,,79,A-,542,9 SUBJ
2024,PAT,20,NUR STUDENT 4593,2401011414,T4 LAMBDA,T4,Perempuan,75,A-,65,B,69,B,48,D,48,D,64,C+,,,,,,,,,,,58,C,,,,,,,,,,,,,,,61,C+,,,53,C,541,9 SUBJ
2024,PAT,21,NUR STUDENT 4594,2401018838,T4 LAMBDA,T4,Perempuan,80,A,58,C,68,B,40,E,68,B,65,B,,,,,,,,,,,63,C+,,,,,,,,,,,,,,,75,A-,,,65,B,582,9 SUBJ
2024,PAT,22,MUHAMMAD STUDENT 4595,2401013909,T4 LAMBDA,T4,Lelaki,78,A-,51,C,60,C+,47,D,43,E,59,C,,,,,,,,,,,61,C+,,,,,,,,,,,,,,,56,C,,,55,C,510,9 SUBJ
2024,PAT,23,MUHAMMAD STUDENT 4596,2401011251,T4 LAMBDA,T4,Lelaki,70,B+,52,C,78,A-,76,A-,72,B+,66,B,,,,,,,,,,,78,A-,,,,,,,,,,,,,,,81,A,,,70,B+,643,9 SUBJ
2024,PAT,24,NUR STUDENT 4597,2401014973,T4 LAMBDA,T4,Perempuan,84,A,57,C,73,B+,70,B+,57,C,58,C,,,,,,,,,,,63,C+,,,,,,,,,,,,,,,62,C+,,,57,C,581,9 SUBJ
